mean_r,mean_g,mean_b
121.57852935791016,150.23878479003906,160.90223693847656
116.40384674072266,110.41345977783205,145.05128479003906
55.01692199707031,59.65999984741211,52.6430778503418
84.23076629638672,90.2099380493164,120.06089782714844
142.39743041992188,119.07371520996094,122.28044891357422
64.67845916748047,48.099998474121094,49.667694091796875
159.76852416992188,104.63580322265624,79.80863952636719
65.24691009521484,67.66049194335938,119.01234436035156
145.8622283935547,82.586669921875,92.586669921875
58.345680236816406,41.33796310424805,67.28704071044922
138.4845733642578,148.2700653076172,112.99691009521484
172.3851776123047,134.79852294921875,104.40296173095705
62.00801467895508,96.85736846923828,132.86378479003906
146.16026306152344,83.7724380493164,119.74038696289062
176.07537841796875,157.0800018310547,119.19538116455078
125.35416412353516,51.700321197509766,53.82852554321289
61.19711685180664,96.99038696289062,74.6378173828125
38.31846237182617,37.012306213378906,77.93077087402344
166.9351806640625,160.71450805664062,175.28086853027344
145.91357421875,139.7345733642578,153.74073791503906
115.50962829589844,110.84444427490234,123.08148193359376
77.04938507080078,72.62191009521484,83.02468872070312
45.8271598815918,42.70987701416016,48.27006149291992
19.377777099609375,16.40148162841797,19.465185165405273
